Area,Age,Year at 30 June,Sex,Value
Manawatu-Wanganui region,60-64 Years,2012,Male,6410
Gisborne region,60-64 Years,2015,Male,1410
Gisborne region,60-64 Years,2014,Male,1360
Hawke's Bay region,60-64 Years,2014,Male,4620
Hawke's Bay region,60-64 Years,2015,Male,4600
Taranaki region,60-64 Years,2015,Male,3420
Taranaki region,60-64 Years,2014,Male,3370
Manawatu-Wanganui region,60-64 Years,2013,Male,6440
Wellington region,60-64 Years,2012,Male,12160
Wellington region,60-64 Years,2013,Male,12230
Wellington region,60-64 Years,2006,Male,9700
Wellington region,60-64 Years,2007,Male,10310
Wellington region,60-64 Years,2008,Male,11020
Wellington region,60-64 Years,2009,Male,11540
Wellington region,60-64 Years,2010,Male,11890
Wellington region,60-64 Years,2011,Male,12270
Manawatu-Wanganui region,60-64 Years,2014,Male,6590
Manawatu-Wanganui region,60-64 Years,2015,Male,6700
Wellington region,60-64 Years,2014,Male,12340
Wellington region,60-64 Years,2015,Male,12560
Tasman region,60-64 Years,2006,Male,1310
Tasman region,60-64 Years,2010,Male,1700
Tasman region,60-64 Years,2008,Male,1510
Tasman region,60-64 Years,2007,Male,1390
Tasman region,60-64 Years,2009,Male,1600
Nelson region,60-64 Years,2009,Male,1350
Nelson region,60-64 Years,2007,Male,1170
Nelson region,60-64 Years,2010,Male,1400
Nelson region,60-64 Years,2006,Male,1050
Nelson region,60-64 Years,2008,Male,1270
Marlborough region,60-64 Years,2009,Male,1580
Marlborough region,60-64 Years,2011,Male,1680
Marlborough region,60-64 Years,2007,Male,1450
Marlborough region,60-64 Years,2010,Male,1630
Marlborough region,60-64 Years,2008,Male,1580
Marlborough region,60-64 Years,2006,Male,1380
West Coast region,60-64 Years,2006,Male,880
West Coast region,60-64 Years,2008,Male,1000
West Coast region,60-64 Years,2010,Male,1110
West Coast region,60-64 Years,2009,Male,1040
West Coast region,60-64 Years,2007,Male,930
Tasman region,60-64 Years,2014,Male,1720
Tasman region,60-64 Years,2011,Male,1740
Tasman region,60-64 Years,2012,Male,1740
West Coast region,60-64 Years,2011,Male,1160
Nelson region,60-64 Years,2013,Male,1480
Nelson region,60-64 Years,2012,Male,1480
Tasman region,60-64 Years,2013,Male,1720
Nelson region,60-64 Years,2011,Male,1500
Nelson region,60-64 Years,2014,Male,1430
Marlborough region,60-64 Years,2014,Male,1580
Marlborough region,60-64 Years,2012,Male,1650
Marlborough region,60-64 Years,2013,Male,1600
West Coast region,60-64 Years,2013,Male,1160
West Coast region,60-64 Years,2012,Male,1130
Canterbury region,60-64 Years,2013,Male,16010
Canterbury region,60-64 Years,2012,Male,15800
Canterbury region,60-64 Years,2006,Male,12490
Canterbury region,60-64 Years,2008,Male,14240
Canterbury region,60-64 Years,2007,Male,13260
Canterbury region,60-64 Years,2010,Male,15760
Canterbury region,60-64 Years,2009,Male,15070
Canterbury region,60-64 Years,2011,Male,15970
Tasman region,60-64 Years,2015,Male,1700
Marlborough region,60-64 Years,2015,Male,1590
West Coast region,60-64 Years,2014,Male,1170
Nelson region,60-64 Years,2015,Male,1500
West Coast region,60-64 Years,2015,Male,1190
Canterbury region,60-64 Years,2014,Male,16140
Canterbury region,60-64 Years,2015,Male,16310
Otago region,60-64 Years,2008,Male,5330
Otago region,60-64 Years,2007,Male,4930
Otago region,60-64 Years,2006,Male,4620
Otago region,60-64 Years,2010,Male,5810
Otago region,60-64 Years,2009,Male,5630
Northland region,65-69 Years,2006,Male,3800
Northland region,65-69 Years,2007,Male,3920
Northland region,65-69 Years,2008,Male,3940
Northland region,65-69 Years,2009,Male,4030
Otago region,60-64 Years,2014,Male,6050
Otago region,60-64 Years,2011,Male,6000
Otago region,60-64 Years,2013,Male,5990
Otago region,60-64 Years,2012,Male,5990
Southland region,60-64 Years,2009,Male,2540
Southland region,60-64 Years,2006,Male,2240
Southland region,60-64 Years,2007,Male,2310
Southland region,60-64 Years,2008,Male,2450
Northland region,65-69 Years,2010,Male,4160
Northland region,65-69 Years,2012,Male,4560
Northland region,65-69 Years,2011,Male,4260
Northland region,65-69 Years,2013,Male,4920
Northland region,65-69 Years,2014,Male,5150
Auckland region,65-69 Years,2006,Male,20570
Auckland region,65-69 Years,2007,Male,21710
Auckland region,65-69 Years,2008,Male,22240
Southland region,60-64 Years,2015,Male,2880
Southland region,60-64 Years,2010,Male,2670
Southland region,60-64 Years,2011,Male,2800
Southland region,60-64 Years,2012,Male,2820
Southland region,60-64 Years,2013,Male,2780
Southland region,60-64 Years,2014,Male,2820
Northland region,65-69 Years,2015,Male,5450
Auckland region,65-69 Years,2013,Male,28100
Auckland region,65-69 Years,2014,Male,29580
Auckland region,65-69 Years,2011,Male,24600
Auckland region,65-69 Years,2009,Male,23060
Auckland region,65-69 Years,2012,Male,26170
Auckland region,65-69 Years,2010,Male,23660
Otago region,60-64 Years,2015,Male,6250
Auckland region,65-69 Years,2015,Male,31020
Waikato region,65-69 Years,2006,Male,7470
Waikato region,65-69 Years,2008,Male,7900
Waikato region,65-69 Years,2007,Male,7790
Waikato region,65-69 Years,2010,Male,8480
Waikato region,65-69 Years,2009,Male,8310
Waikato region,65-69 Years,2012,Male,9270
Waikato region,65-69 Years,2013,Male,10040
Waikato region,65-69 Years,2014,Male,10520
Waikato region,65-69 Years,2011,Male,8720
Waikato region,65-69 Years,2015,Male,10980
Bay of Plenty region,65-69 Years,2006,Male,5700
Bay of Plenty region,65-69 Years,2013,Male,7300
Bay of Plenty region,65-69 Years,2015,Male,7990
Bay of Plenty region,65-69 Years,2014,Male,7690
Bay of Plenty region,65-69 Years,2012,Male,6830
Bay of Plenty region,65-69 Years,2011,Male,6470
Bay of Plenty region,65-69 Years,2009,Male,6160
Bay of Plenty region,65-69 Years,2010,Male,6290
Bay of Plenty region,65-69 Years,2008,Male,6000
Bay of Plenty region,65-69 Years,2007,Male,5940
Gisborne region,65-69 Years,2006,Male,800
Gisborne region,65-69 Years,2014,Male,1090
Gisborne region,65-69 Years,2013,Male,1030
Gisborne region,65-69 Years,2011,Male,910
Gisborne region,65-69 Years,2012,Male,930
Gisborne region,65-69 Years,2010,Male,910
Gisborne region,65-69 Years,2009,Male,890
Gisborne region,65-69 Years,2008,Male,850
Gisborne region,65-69 Years,2007,Male,830
Hawke's Bay region,65-69 Years,2006,Male,2980
Hawke's Bay region,65-69 Years,2007,Male,3150
Hawke's Bay region,65-69 Years,2008,Male,3270
Hawke's Bay region,65-69 Years,2009,Male,3390
Hawke's Bay region,65-69 Years,2010,Male,3550
Hawke's Bay region,65-69 Years,2012,Male,3840
Hawke's Bay region,65-69 Years,2011,Male,3630
Hawke's Bay region,65-69 Years,2013,Male,4130
Hawke's Bay region,65-69 Years,2014,Male,4360
Taranaki region,65-69 Years,2006,Male,2140
Gisborne region,65-69 Years,2015,Male,1120
Hawke's Bay region,65-69 Years,2015,Male,4530
Taranaki region,65-69 Years,2015,Male,3050
Taranaki region,65-69 Years,2014,Male,2940
Taranaki region,65-69 Years,2013,Male,2770
Taranaki region,65-69 Years,2012,Male,2590
Taranaki region,65-69 Years,2010,Male,2410
Taranaki region,65-69 Years,2011,Male,2480
Taranaki region,65-69 Years,2009,Male,2320
Taranaki region,65-69 Years,2008,Male,2250
Taranaki region,65-69 Years,2007,Male,2200
Manawatu-Wanganui region,65-69 Years,2010,Male,5000
Manawatu-Wanganui region,65-69 Years,2009,Male,4870
Manawatu-Wanganui region,65-69 Years,2008,Male,4680
Manawatu-Wanganui region,65-69 Years,2007,Male,4720
Manawatu-Wanganui region,65-69 Years,2014,Male,6020
Manawatu-Wanganui region,65-69 Years,2011,Male,5100
Manawatu-Wanganui region,65-69 Years,2012,Male,5440
Manawatu-Wanganui region,65-69 Years,2013,Male,5820
Manawatu-Wanganui region,65-69 Years,2006,Male,4620
Wellington region,65-69 Years,2006,Male,7770
Manawatu-Wanganui region,65-69 Years,2015,Male,6200
Wellington region,65-69 Years,2010,Male,8830
Wellington region,65-69 Years,2011,Male,9000
Wellington region,65-69 Years,2008,Male,8300
Wellington region,65-69 Years,2007,Male,8190
Wellington region,65-69 Years,2009,Male,8590
Wellington region,65-69 Years,2014,Male,10780
Wellington region,65-69 Years,2013,Male,10240
Wellington region,65-69 Years,2012,Male,9600
Wellington region,65-69 Years,2015,Male,11180
Tasman region,65-69 Years,2007,Male,1050
Tasman region,65-69 Years,2006,Male,960
Nelson region,65-69 Years,2006,Male,810
Nelson region,65-69 Years,2007,Male,860
Tasman region,65-69 Years,2012,Male,1430
Tasman region,65-69 Years,2010,Male,1260
Tasman region,65-69 Years,2008,Male,1100
Tasman region,65-69 Years,2009,Male,1190
Tasman region,65-69 Years,2013,Male,1540
Tasman region,65-69 Years,2011,Male,1350
Tasman region,65-69 Years,2015,Male,1760
Tasman region,65-69 Years,2014,Male,1620
Nelson region,65-69 Years,2014,Male,1420
Nelson region,65-69 Years,2015,Male,1450
Nelson region,65-69 Years,2009,Male,950
Nelson region,65-69 Years,2010,Male,1010
Nelson region,65-69 Years,2011,Male,1060
Nelson region,65-69 Years,2012,Male,1190
Nelson region,65-69 Years,2013,Male,1300
Marlborough region,65-69 Years,2006,Male,1160
West Coast region,65-69 Years,2006,Male,750
Nelson region,65-69 Years,2008,Male,890
Canterbury region,65-69 Years,2007,Male,10800
Canterbury region,65-69 Years,2006,Male,10210
Marlborough region,65-69 Years,2010,Male,1330
Marlborough region,65-69 Years,2008,Male,1250
Marlborough region,65-69 Years,2012,Male,1440
Marlborough region,65-69 Years,2009,Male,1310
Marlborough region,65-69 Years,2011,Male,1360
Marlborough region,65-69 Years,2014,Male,1570
Marlborough region,65-69 Years,2007,Male,1230
Marlborough region,65-69 Years,2015,Male,1630
Marlborough region,65-69 Years,2013,Male,1570
West Coast region,65-69 Years,2013,Male,960
West Coast region,65-69 Years,2015,Male,1070
West Coast region,65-69 Years,2014,Male,1000
West Coast region,65-69 Years,2011,Male,840
West Coast region,65-69 Years,2007,Male,790
West Coast region,65-69 Years,2009,Male,850
West Coast region,65-69 Years,2012,Male,890
West Coast region,65-69 Years,2010,Male,840
Canterbury region,65-69 Years,2015,Male,14560
Canterbury region,65-69 Years,2014,Male,14040
West Coast region,65-69 Years,2008,Male,810
Canterbury region,65-69 Years,2013,Male,13330
Canterbury region,65-69 Years,2011,Male,11730
Canterbury region,65-69 Years,2009,Male,11410
Canterbury region,65-69 Years,2012,Male,12300
Canterbury region,65-69 Years,2008,Male,11010
Otago region,65-69 Years,2006,Male,3950
Otago region,65-69 Years,2007,Male,4120
Northland region,70-74 Years,2006,Male,2690
Canterbury region,65-69 Years,2010,Male,11670
Northland region,70-74 Years,2007,Male,2760
Northland region,70-74 Years,2008,Male,2880
Otago region,65-69 Years,2008,Male,4150
Otago region,65-69 Years,2010,Male,4370
Otago region,65-69 Years,2011,Male,4460
Otago region,65-69 Years,2009,Male,4280
Southland region,65-69 Years,2007,Male,1980
Southland region,65-69 Years,2006,Male,1920
Northland region,70-74 Years,2009,Male,3040
Northland region,70-74 Years,2010,Male,3300
Auckland region,70-74 Years,2006,Male,14500
Auckland region,70-74 Years,2007,Male,15010
Otago region,65-69 Years,2014,Male,5510
Otago region,65-69 Years,2013,Male,5190
Otago region,65-69 Years,2012,Male,4770
Otago region,65-69 Years,2015,Male,5700
Southland region,65-69 Years,2011,Male,2070
Southland region,65-69 Years,2008,Male,1960
Southland region,65-69 Years,2009,Male,2060
Southland region,65-69 Years,2010,Male,2090
Northland region,70-74 Years,2012,Male,3690
Northland region,70-74 Years,2011,Male,3520
Northland region,70-74 Years,2013,Male,3750
Northland region,70-74 Years,2014,Male,3910
Northland region,70-74 Years,2015,Male,4040
Auckland region,70-74 Years,2011,Male,18430
Auckland region,70-74 Years,2008,Male,15720
Auckland region,70-74 Years,2009,Male,16350
Auckland region,70-74 Years,2010,Male,17320
Southland region,65-69 Years,2015,Male,2510
Southland region,65-69 Years,2012,Male,2160
Southland region,65-69 Years,2013,Male,2310
Southland region,65-69 Years,2014,Male,2390
Auckland region,70-74 Years,2012,Male,19500
Auckland region,70-74 Years,2013,Male,20110
Auckland region,70-74 Years,2014,Male,20970
Auckland region,70-74 Years,2015,Male,21550
Waikato region,70-74 Years,2008,Male,6040
Waikato region,70-74 Years,2007,Male,5860
Waikato region,70-74 Years,2006,Male,5890
Waikato region,70-74 Years,2010,Male,6510
Waikato region,70-74 Years,2009,Male,6200
Bay of Plenty region,70-74 Years,2006,Male,4500
Bay of Plenty region,70-74 Years,2008,Male,4700
Bay of Plenty region,70-74 Years,2007,Male,4550
Waikato region,70-74 Years,2013,Male,7480
Waikato region,70-74 Years,2014,Male,7910
Waikato region,70-74 Years,2015,Male,8190
Waikato region,70-74 Years,2011,Male,6930
Waikato region,70-74 Years,2012,Male,7330
Bay of Plenty region,70-74 Years,2010,Male,5120
Bay of Plenty region,70-74 Years,2009,Male,4860
Gisborne region,70-74 Years,2006,Male,630
Gisborne region,70-74 Years,2007,Male,640
Gisborne region,70-74 Years,2009,Male,640
Gisborne region,70-74 Years,2008,Male,630
Hawke's Bay region,70-74 Years,2008,Male,2450
Gisborne region,70-74 Years,2010,Male,640
Hawke's Bay region,70-74 Years,2007,Male,2400
Hawke's Bay region,70-74 Years,2006,Male,2340
Hawke's Bay region,70-74 Years,2009,Male,2510
Bay of Plenty region,70-74 Years,2013,Male,5760
Bay of Plenty region,70-74 Years,2014,Male,5950
Bay of Plenty region,70-74 Years,2015,Male,6150
Bay of Plenty region,70-74 Years,2011,Male,5430
Bay of Plenty region,70-74 Years,2012,Male,5670
Gisborne region,70-74 Years,2015,Male,820
Gisborne region,70-74 Years,2014,Male,780
Gisborne region,70-74 Years,2013,Male,740
Gisborne region,70-74 Years,2011,Male,690
Gisborne region,70-74 Years,2012,Male,740
Hawke's Bay region,70-74 Years,2010,Male,2590
Hawke's Bay region,70-74 Years,2012,Male,2930
Hawke's Bay region,70-74 Years,2013,Male,3050
Hawke's Bay region,70-74 Years,2014,Male,3190
Hawke's Bay region,70-74 Years,2011,Male,2770
Taranaki region,70-74 Years,2007,Male,1780
Taranaki region,70-74 Years,2006,Male,1810
Hawke's Bay region,70-74 Years,2015,Male,3330
Taranaki region,70-74 Years,2009,Male,1820
Taranaki region,70-74 Years,2008,Male,1790
Taranaki region,70-74 Years,2010,Male,1870
Manawatu-Wanganui region,70-74 Years,2009,Male,3830
Manawatu-Wanganui region,70-74 Years,2010,Male,3990
Manawatu-Wanganui region,70-74 Years,2006,Male,3640
Manawatu-Wanganui region,70-74 Years,2008,Male,3780
Manawatu-Wanganui region,70-74 Years,2007,Male,3690
Taranaki region,70-74 Years,2013,Male,2050
Taranaki region,70-74 Years,2015,Male,2210
Taranaki region,70-74 Years,2014,Male,2150
Taranaki region,70-74 Years,2011,Male,1920
Taranaki region,70-74 Years,2012,Male,2000
Manawatu-Wanganui region,70-74 Years,2012,Male,4360
Manawatu-Wanganui region,70-74 Years,2011,Male,4220
Manawatu-Wanganui region,70-74 Years,2014,Male,4550
Manawatu-Wanganui region,70-74 Years,2013,Male,4340
Manawatu-Wanganui region,70-74 Years,2015,Male,4740
Wellington region,70-74 Years,2006,Male,5940
Wellington region,70-74 Years,2010,Male,6450
Wellington region,70-74 Years,2009,Male,6180
Wellington region,70-74 Years,2008,Male,6060
Wellington region,70-74 Years,2007,Male,5970
Wellington region,70-74 Years,2015,Male,7960
Wellington region,70-74 Years,2014,Male,7700
Wellington region,70-74 Years,2012,Male,7290
Wellington region,70-74 Years,2013,Male,7410
Wellington region,70-74 Years,2011,Male,6900
Tasman region,70-74 Years,2006,Male,740
Nelson region,70-74 Years,2006,Male,700
Tasman region,70-74 Years,2015,Male,1260
Tasman region,70-74 Years,2013,Male,1120
Tasman region,70-74 Years,2012,Male,1050
Tasman region,70-74 Years,2014,Male,1210
Tasman region,70-74 Years,2011,Male,950
Tasman region,70-74 Years,2009,Male,830
Tasman region,70-74 Years,2010,Male,870
Tasman region,70-74 Years,2007,Male,770
Tasman region,70-74 Years,2008,Male,810
Nelson region,70-74 Years,2008,Male,720
Nelson region,70-74 Years,2007,Male,710
Nelson region,70-74 Years,2010,Male,770
Nelson region,70-74 Years,2011,Male,810
Nelson region,70-74 Years,2014,Male,970
Nelson region,70-74 Years,2012,Male,880
Nelson region,70-74 Years,2009,Male,730
Nelson region,70-74 Years,2015,Male,1020
Marlborough region,70-74 Years,2006,Male,820
Marlborough region,70-74 Years,2008,Male,870
Nelson region,70-74 Years,2013,Male,910
Marlborough region,70-74 Years,2007,Male,830
Marlborough region,70-74 Years,2010,Male,1000
Marlborough region,70-74 Years,2009,Male,920
Marlborough region,70-74 Years,2011,Male,1080
Marlborough region,70-74 Years,2014,Male,1240
Marlborough region,70-74 Years,2012,Male,1160
Marlborough region,70-74 Years,2015,Male,1280
Marlborough region,70-74 Years,2013,Male,1180
West Coast region,70-74 Years,2008,Male,550
West Coast region,70-74 Years,2007,Male,570
West Coast region,70-74 Years,2010,Male,610
West Coast region,70-74 Years,2009,Male,560
West Coast region,70-74 Years,2006,Male,570
Canterbury region,70-74 Years,2008,Male,8250
Canterbury region,70-74 Years,2007,Male,8130
Canterbury region,70-74 Years,2009,Male,8490
Canterbury region,70-74 Years,2010,Male,8860
Canterbury region,70-74 Years,2006,Male,8060
West Coast region,70-74 Years,2012,Male,690
West Coast region,70-74 Years,2011,Male,660
West Coast region,70-74 Years,2014,Male,760
West Coast region,70-74 Years,2013,Male,700
Canterbury region,70-74 Years,2012,Male,9630
Canterbury region,70-74 Years,2013,Male,9830
Canterbury region,70-74 Years,2011,Male,9170
Canterbury region,70-74 Years,2014,Male,10150
Northland region,75-79 Years,2006,Male,2150
Northland region,75-79 Years,2007,Male,2180
Northland region,75-79 Years,2008,Male,2220
Northland region,75-79 Years,2009,Male,2220
Northland region,75-79 Years,2010,Male,2230
Northland region,75-79 Years,2011,Male,2290
West Coast region,70-74 Years,2015,Male,760
Canterbury region,70-74 Years,2015,Male,10340
Otago region,70-74 Years,2011,Male,3590
Otago region,70-74 Years,2010,Male,3310
Otago region,70-74 Years,2009,Male,3180
Otago region,70-74 Years,2008,Male,3130
Otago region,70-74 Years,2007,Male,3050
Otago region,70-74 Years,2006,Male,3050
Otago region,70-74 Years,2014,Male,3960
Otago region,70-74 Years,2013,Male,3830
Otago region,70-74 Years,2012,Male,3770
Northland region,75-79 Years,2012,Male,2370
Northland region,75-79 Years,2013,Male,2470
